hospital_name,hospital_type,star_rating,readmit_success_count,readmit_fail_count,community_income,community_population
HEALTHEAST WOODWINDS HOSPITAL,Acute Care Hospitals,5,1,0,97825.0,42870.0
MERIT HEALTH NATCHEZ,Acute Care Hospitals,3,0,0,30622.0,31860.0
NORTHEAST REGIONAL MEDICAL CENTER,Acute Care Hospitals,4,0,0,37533.0,21513.0
OSWEGO HOSPITAL,Acute Care Hospitals,4,0,1,50104.0,36250.0
AUBURN  COMMUNITY  HOSPITAL,Acute Care Hospitals,2,0,3,48869.0,38550.0
COLUMBUS REGIONAL HEALTHCARE SYSTEM,Acute Care Hospitals,3,0,0,34935.0,19170.0
HUGH CHATHAM MEMORIAL HOSPITAL,Acute Care Hospitals,3,0,1,43733.0,10693.0
SENTARA ALBEMARLE MEDICAL CENTER,Acute Care Hospitals,2,0,1,47274.0,39577.0
STANLY REGIONAL MEDICAL CENTER,Acute Care Hospitals,4,1,0,44270.0,26478.0
MCALESTER REGIONAL HEALTH CENTER,Acute Care Hospitals,2,0,0,47239.0,28069.0
HILLCREST HOSPITAL CLAREMORE,Acute Care Hospitals,4,0,0,51635.0,28184.0
ST LUKE'S HOSPITAL - LEHIGHTON,Acute Care Hospitals,4,0,0,55351.0,19231.0
SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER,Acute Care Hospitals,4,0,0,46997.0,13999.0
NORTHCREST MEDICAL CENTER,Acute Care Hospitals,2,0,0,52815.0,29098.0
HENRY COUNTY MEDICAL CENTER,Acute Care Hospitals,4,2,0,40555.0,20397.0
VANDERBILT WILSON COUNTY HOSPITAL,Acute Care Hospitals,3,0,0,52303.0,45282.0
PETERSON REGIONAL MEDICAL CENTER,Acute Care Hospitals,4,1,0,47868.0,39626.0
TITUS REGIONAL MEDICAL CENTER,Acute Care Hospitals,3,0,0,46490.0,28560.0
UT HEALTH EAST TEXAS ATHENS HOSPITAL,Acute Care Hospitals,3,1,0,43804.0,16715.0
SETON MEDICAL CENTER HARKER HEIGHTS,Acute Care Hospitals,4,1,0,72284.0,29595.0
THE HOSPITALS OF PROVIDENCE TRANSMOUNTAIN CAMPUS,Acute Care Hospitals,4,0,0,91957.0,4474.0
COOSA VALLEY MEDICAL CENTER,Acute Care Hospitals,4,0,1,33750.0,17895.0
MEDICAL CENTER OF SOUTH ARKANSAS,Acute Care Hospitals,3,0,0,41444.0,31034.0
DAMERON HOSPITAL,Acute Care Hospitals,2,0,1,41218.0,15779.0
COMMUNITY HOSPITAL,Acute Care Hospitals,5,1,0,55647.0,9261.0
PHOEBE SUMTER MEDICAL CENTER,Acute Care Hospitals,2,0,0,28728.0,9369.0
SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,Acute Care Hospitals,5,2,0,40478.0,21888.0
FRANCISCAN ST. MARGARET HEALTH HAMMOND,Acute Care Hospitals,1,0,3,30353.0,14310.0
KING'S DAUGHTERS' HEALTH,Acute Care Hospitals,3,0,0,49736.0,22001.0
KOSCIUSKO COMMUNITY HOSPITAL,Acute Care Hospitals,3,0,0,55056.0,21380.0
SPENCER MUNICIPAL HOSPITAL,Acute Care Hospitals,3,0,1,46615.0,12497.0
CHRISTUS OCHSNER LAKE AREA HOSPITAL,Acute Care Hospitals,4,0,0,68551.0,35634.0
BAYSTATE FRANKLIN MEDICAL CENTER,Acute Care Hospitals,4,0,0,48477.0,17715.0
HEYWOOD HOSPITAL -,Acute Care Hospitals,4,0,1,48915.0,20496.0
PROMEDICA COLDWATER REGIONAL HOSPITAL,Acute Care Hospitals,3,0,0,47884.0,23482.0
MUNSON HEALTHCARE CADILLAC HOSPITAL,Acute Care Hospitals,5,2,0,44349.0,21128.0
MUNSON HEALTHCARE OTSEGO MEMORIAL HOSPITAL,Acute Care Hospitals,5,0,0,52234.0,19603.0
MAYO CLINIC HEALTH SYSTEM - ALBERT LEA AND AUSTIN,Acute Care Hospitals,3,0,0,47416.0,21152.0
CARRIS HEALTH LLC,Acute Care Hospitals,3,0,0,50319.0,23158.0
MISSOURI DELTA MEDICAL CENTER,Acute Care Hospitals,4,0,0,40634.0,23217.0
UNITED MEMORIAL MEDICAL CENTER,Acute Care Hospitals,3,0,0,50050.0,22692.0
ADIRONDACK MEDICAL CENTER,Acute Care Hospitals,3,0,0,55365.0,7531.0
AURELIA OSBORN FOX MEMORIAL HOSPITAL,Acute Care Hospitals,4,0,1,46659.0,21960.0
VIDANT ROANOKE CHOWAN HOSPITAL,Acute Care Hospitals,4,0,1,36240.0,12015.0
VIDANT BEAUFORT HOSPITAL,Acute Care Hospitals,5,0,1,38407.0,27016.0
GRADY MEMORIAL HOSPITAL,Acute Care Hospitals,4,1,0,71670.0,53852.0
GREAT PLAINS REGIONAL MEDICAL CENTER,Acute Care Hospitals,3,1,0,57311.0,14966.0
PROVIDENCE NEWBERG MEDICAL CENTER,Acute Care Hospitals,5,1,0,63420.0,29345.0
HERITAGE VALLEY SEWICKLEY,Acute Care Hospitals,4,1,1,98109.0,20556.0
UPMC HORIZON,Acute Care Hospitals,5,1,0,47251.0,17442.0
LECONTE MEDICAL CENTER,Acute Care Hospitals,3,0,0,39644.0,23084.0
BAPTIST MEMORIAL HOSPITAL UNION CITY,Acute Care Hospitals,4,0,0,37188.0,16262.0
FAUQUIER HOSPITAL,Acute Care Hospitals,2,0,0,79944.0,14870.0
COMMUNITY MEMORIAL HOSPITAL,Acute Care Hospitals,3,0,0,40010.0,7891.0
GREENBRIER VALLEY MEDICAL CENTER,Acute Care Hospitals,4,0,0,39260.0,4436.0
MARSHFIELD MEDICAL CENTER - RICE LAKE,Acute Care Hospitals,5,0,0,48022.0,15387.0
ASPIRUS RIVERVIEW HOSPITAL & CLINICS INC,Acute Care Hospitals,3,1,0,38304.0,7747.0
ST JOSEPHS COMMUNITY HOSPITAL WEST BEND,Acute Care Hospitals,5,2,0,63157.0,27201.0
BERLIN MEMORIAL HOSPITAL,Critical Access Hospitals,4,0,0,48462.0,8710.0
RUSSELL MEDICAL CENTER,Acute Care Hospitals,5,1,0,36795.0,20896.0
"ST MARY CORWIN MED CTR, CENTURA HEALTH",Acute Care Hospitals,4,1,0,32464.0,26215.0
VALLEY VIEW HOSPITAL ASSOCIATION,Acute Care Hospitals,4,2,0,70724.0,15590.0
DAY KIMBALL HOSPITAL,Acute Care Hospitals,5,2,0,58490.0,9389.0
ADVENTHEALTH GORDON,Acute Care Hospitals,4,0,1,44032.0,40086.0
MEADOWS REGIONAL MEDICAL CENTER,Acute Care Hospitals,5,1,0,40987.0,17397.0
HANCOCK REGIONAL HOSPITAL,Acute Care Hospitals,4,0,0,60490.0,39213.0
MEMORIAL HOSPITAL AND HEALTH CARE CENTER,Acute Care Hospitals,4,2,0,57211.0,21066.0
BAPTIST HEALTH RICHMOND,Acute Care Hospitals,3,0,0,46699.0,60296.0
CLARK REGIONAL MEDICAL CENTER,Acute Care Hospitals,5,2,0,51352.0,35381.0
ANNA JAQUES HOSPITAL,Acute Care Hospitals,3,1,1,89887.0,17890.0
DICKINSON COUNTY MEMORIAL HOSPITAL,Acute Care Hospitals,4,2,0,49435.0,11502.0
MCLAREN CENTRAL MICHIGAN,Acute Care Hospitals,5,3,0,38304.0,50181.0
OAKLAWN HOSPITAL,Acute Care Hospitals,5,3,0,54295.0,14508.0
HANNIBAL REGIONAL HOSPITAL,Acute Care Hospitals,2,0,2,41867.0,22238.0
MARY LANNING HEALTHCARE,Acute Care Hospitals,5,1,0,48889.0,26126.0
PARKLAND MEDICAL CENTER,Acute Care Hospitals,3,0,1,68322.0,33617.0
CORNING HOSPITAL,Acute Care Hospitals,3,0,2,54079.0,19653.0
CARTERET GENERAL HOSPITAL,Acute Care Hospitals,3,0,1,51620.0,14978.0
KNOX COMMUNITY HOSPITAL,Acute Care Hospitals,3,1,1,46712.0,27635.0
FISHER-TITUS HOSPITAL,Acute Care Hospitals,4,0,0,48456.0,23394.0
ASHTABULA COUNTY MEDICAL CENTER,Acute Care Hospitals,4,0,3,36656.0,31774.0
INTEGRIS BASS BAPTIST HEALTH CENTER,Acute Care Hospitals,4,3,1,39351.0,24015.0
TIDELANDS GEORGETOWN MEMORIAL HOSPITAL,Acute Care Hospitals,2,0,1,38003.0,27249.0
KERSHAWHEALTH,Acute Care Hospitals,4,2,1,38515.0,22169.0
"PRAIRIE LAKES HEALTHCARE SYSTEM, INC",Acute Care Hospitals,5,1,0,50986.0,25460.0
CHRISTUS MOTHER FRANCES HOSPITAL SULPHUR SPRINGS,Acute Care Hospitals,4,1,1,45180.0,24802.0
CENTRAL VERMONT MEDICAL CENTER,Acute Care Hospitals,5,2,1,49160.0,16413.0
SENTARA HALIFAX REGIONAL HOSPITAL,Acute Care Hospitals,4,1,0,36987.0,13908.0
"CENTRA SOUTHSIDE COMMUNITY HOSPITAL, INC",Acute Care Hospitals,4,1,0,43701.0,17524.0
DAVIS MEDICAL CENTER,Acute Care Hospitals,3,0,0,41477.0,14112.0
OHIO VALLEY MEDICAL CENTER,Acute Care Hospitals,1,0,1,46717.0,41802.0
ASCENSION ST MICHAELS HOSPITAL,Acute Care Hospitals,5,0,0,47423.0,29125.0
THE MONROE CLINIC,Acute Care Hospitals,5,0,0,50778.0,15122.0
LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,Acute Care Hospitals,3,,,54877.0,21341.0
KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,Acute Care Hospitals,4,0,0,92089.0,67423.0
KAISER FOUNDATION HOSPITAL,Acute Care Hospitals,4,0,0,99071.0,30872.0
KAISER FOUNDATION HOSPITAL - FREMONT,Acute Care Hospitals,3,0,0,101065.0,67133.0
KAISER FOUNDATION HOSPITAL-MORENO VALLEY,Acute Care Hospitals,3,0,0,81104.0,43436.0
ANAHEIM GLOBAL MEDICAL CENTER,Acute Care Hospitals,1,0,1,59934.0,73140.0
"WOMANS HOSPITAL OF TEXAS,THE",Acute Care Hospitals,4,0,0,48681.0,22517.0
KAISER FOUNDATION HOSPITAL - ANTIOCH,Acute Care Hospitals,4,0,0,93466.0,43285.0
WOMANS HOSPITAL,Acute Care Hospitals,4,0,0,86968.0,35398.0
METROPOLITAN HOSPITAL CENTER,Acute Care Hospitals,3,0,0,34015.0,80866.0
METRO NASHVILLE GENERAL HOSPITAL,Acute Care Hospitals,1,0,1,33105.0,17407.0
"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",Acute Care Hospitals,3,0,2,37653.0,47351.0
LARKIN COMMUNITY HOSPITAL,Acute Care Hospitals,3,0,1,65581.0,32153.0
WOODHULL MEDICAL & MENTAL HEALTH CENTER,Acute Care Hospitals,2,0,2,34122.0,87767.0
BAYLOR SCOTT & WHITE MEDICAL CENTER - FRISCO,Acute Care Hospitals,3,0,1,116962.0,95996.0
WEST ANAHEIM MEDICAL CENTER,Acute Care Hospitals,3,1,0,55736.0,88065.0
MEMORIAL HOSPITAL OF GARDENA,Acute Care Hospitals,3,0,0,46076.0,47969.0
COLLEGE MEDICAL CENTER,Acute Care Hospitals,1,0,1,50615.0,42587.0
KERALTY HOSPITAL,Acute Care Hospitals,2,0,4,60853.0,46324.0
ST BERNARD HOSPITAL,Acute Care Hospitals,1,0,3,19845.0,30496.0
HARLEM HOSPITAL CENTER,Acute Care Hospitals,1,0,2,39979.0,21184.0
INTERFAITH MEDICAL CENTER,Acute Care Hospitals,1,0,2,40604.0,66503.0
WOMEN & INFANTS HOSPITAL OF RHODE ISLAND,Acute Care Hospitals,3,0,0,41050.0,25497.0
CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,Acute Care Hospitals,3,0,0,132979.0,43610.0
PARADISE VALLEY HOSPITAL,Acute Care Hospitals,3,1,1,42942.0,62386.0
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,Acute Care Hospitals,2,0,3,40068.0,31054.0
LOS ANGELES COMMUNITY HOSPITAL,Acute Care Hospitals,4,0,0,40225.0,47229.0
WHITTIER HOSPITAL MEDICAL CENTER,Acute Care Hospitals,5,1,0,66963.0,41818.0
CEDAR-SINAI MARINA DEL REY HOSPITAL,Acute Care Hospitals,3,0,2,88078.0,27170.0
SHERMAN OAKS HOSPITAL,Acute Care Hospitals,5,1,2,89552.0,24677.0
UNITED MEDICAL CENTER,Acute Care Hospitals,1,0,2,35047.0,42257.0
PIEDMONT COLUMBUS REGIONAL NORTHSIDE,Acute Care Hospitals,3,0,0,57915.0,38202.0
EMORY HILLANDALE HOSPITAL,Acute Care Hospitals,2,0,1,48811.0,56428.0
UNIVERSITY OF MD MEDICAL CENTER MIDTOWN CAMPUS,Acute Care Hospitals,3,0,1,33877.0,16595.0
BARNES-JEWISH WEST COUNTY HOSPITAL,Acute Care Hospitals,4,0,0,110645.0,20229.0
EAST ORANGE GENERAL HOSPITAL,Acute Care Hospitals,2,0,2,42335.0,28922.0
NASSAU UNIVERSITY MEDICAL CENTER,Acute Care Hospitals,1,0,2,94513.0,37195.0
ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,Acute Care Hospitals,1,0,3,42434.0,65356.0
"OKLAHOMA SURGICAL HOSPITAL, LLC",Acute Care Hospitals,5,1,0,87667.0,28046.0
SCHUYLKILL MEDICAL CENTER - SOUTH JACKSON STREET,Acute Care Hospitals,1,0,1,45066.0,23298.0
AUXILIO MUTUO HOSPITAL,Acute Care Hospitals,2,0,1,23333.0,16595.0
TEXAS VISTA MEDICAL CENTER,Acute Care Hospitals,2,0,0,47919.0,21636.0
AMERICAN FORK HOSPITAL,Acute Care Hospitals,3,2,0,86767.0,46939.0
RIVERTON HOSPITAL,Acute Care Hospitals,4,2,0,93646.0,41838.0
ATHENS LIMESTONE HOSPITAL,Acute Care Hospitals,3,1,0,35651.0,25979.0
ST LUKE'S MEDICAL CENTER,Acute Care Hospitals,2,0,0,32166.0,27671.0
BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,Acute Care Hospitals,4,1,0,33028.0,46071.0
SAINT FRANCIS MEMORIAL HOSPITAL,Acute Care Hospitals,2,0,1,79979.0,56587.0
SAN DIMAS COMMUNITY HOSPITAL,Acute Care Hospitals,4,0,1,81020.0,34555.0
EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,Acute Care Hospitals,2,1,1,76825.0,26067.0
BAYFRONT HEALTH PUNTA GORDA,Acute Care Hospitals,3,0,1,52347.0,21045.0
LEHIGH REGIONAL MEDICAL CENTER,Acute Care Hospitals,4,1,1,37490.0,22768.0
SANTA ROSA MEDICAL CENTER,Acute Care Hospitals,3,1,1,54891.0,30099.0
LOWER KEYS MEDICAL CENTER,Acute Care Hospitals,3,0,0,62663.0,34713.0
ENGLEWOOD COMMUNITY HOSPITAL,Acute Care Hospitals,4,1,0,51845.0,17151.0
NAVICENT HEALTH BALDWIN,Acute Care Hospitals,3,0,1,36874.0,44209.0
PASSAVANT AREA HOSPITAL,Acute Care Hospitals,5,2,0,47538.0,26858.0
SAINT ANTHONY HOSPITAL,Acute Care Hospitals,3,0,0,31445.0,88586.0
ADVENTIST GLENOAKS,Acute Care Hospitals,3,0,0,62697.0,34547.0
FINLEY HOSPITAL,Acute Care Hospitals,5,1,0,47404.0,43525.0
MERCY REGIONAL MEDICAL CENTER,Acute Care Hospitals,5,0,0,30631.0,19893.0
SINGING RIVER GULFPORT,Acute Care Hospitals,3,0,0,49019.0,53949.0
ST MARYS MEDICAL CENTER,Acute Care Hospitals,4,0,1,71503.0,24865.0
CAREPOINT HEALTH-CHRIST HOSPITAL,Acute Care Hospitals,2,0,3,51197.0,55298.0
NEWARK-WAYNE COMMUNITY HOSPITAL,Acute Care Hospitals,3,0,3,43037.0,13776.0
MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER,Acute Care Hospitals,3,0,0,63545.0,11331.0
KINGSBROOK JEWISH MEDICAL CENTER,Acute Care Hospitals,1,0,3,48140.0,75989.0
CENTRAL CAROLINA HOSPITAL,Acute Care Hospitals,2,0,0,48056.0,39532.0
WILKES REGIONAL MEDICAL CENTER,Acute Care Hospitals,4,1,1,29613.0,20395.0
UNION HOSPITAL,Acute Care Hospitals,5,2,0,50205.0,18140.0
INTEGRIS CANADIAN VALLEY HOSPITAL,Acute Care Hospitals,3,0,1,70974.0,66693.0
"OKLAHOMA HEART HOSPITAL, LLC",Acute Care Hospitals,5,1,0,50568.0,35936.0
PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER,Acute Care Hospitals,3,0,0,73618.0,54861.0
NEWPORT HOSPITAL,Acute Care Hospitals,4,0,0,65317.0,23267.0
COLLETON MEDICAL CENTER,Acute Care Hospitals,3,0,1,33975.0,21306.0
MUSC HEALTH LANCASTER MEDICAL CENTER,Acute Care Hospitals,3,0,0,39008.0,46908.0
DYERSBURG REGIONAL MEDICAL CENTER,Acute Care Hospitals,2,0,2,42722.0,27117.0
DALLAS MEDICAL CENTER,Acute Care Hospitals,4,0,0,61680.0,32589.0
HILL COUNTRY MEMORIAL HOSPITAL INC,Acute Care Hospitals,5,2,0,57104.0,21687.0
ASCENSION SETON NORTHWEST,Acute Care Hospitals,4,1,0,76749.0,41847.0
SWEDISH MEDICAL CENTER / CHERRY HILL,Acute Care Hospitals,5,1,0,72018.0,37270.0
AURORA MEMORIAL HOSPITAL BURLINGTON,Acute Care Hospitals,3,0,0,66699.0,29215.0
TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL,Acute Care Hospitals,5,0,1,101851.0,31399.0
"ARKANSAS HEART HOSPITAL, LLC",Acute Care Hospitals,4,0,2,62257.0,22331.0
ST ROSE HOSPITAL,Acute Care Hospitals,1,0,4,84579.0,32495.0
DOCTORS HOSPITAL OF MANTECA,Acute Care Hospitals,2,0,1,61881.0,47166.0
JOHN F KENNEDY MEMORIAL HOSPITAL,Acute Care Hospitals,2,0,0,42329.0,64283.0
PLACENTIA LINDA HOSPITAL,Acute Care Hospitals,3,0,0,88610.0,53642.0
BAKERSFIELD HEART HOSPITAL,Acute Care Hospitals,3,0,0,44410.0,54042.0
PLATTE VALLEY MEDICAL CENTER,Acute Care Hospitals,5,1,0,67817.0,38793.0
HIGHLANDS REGIONAL MEDICAL CENTER,Acute Care Hospitals,2,0,1,30268.0,21952.0
RAULERSON HOSPITAL,Acute Care Hospitals,4,0,3,37028.0,20121.0
PALM BAY HOSPITAL,Acute Care Hospitals,5,0,0,47305.0,42895.0
PROCTOR HOSPITAL,Acute Care Hospitals,5,0,0,60264.0,28305.0
MORRIS HOSPITAL & HEALTHCARE CENTERS,Acute Care Hospitals,5,1,0,66495.0,20650.0
ST ELIZABETH DEARBORN,Acute Care Hospitals,4,0,0,62721.0,22682.0
FRANCISCAN HEALTH MUNSTER,Acute Care Hospitals,2,1,2,78251.0,23005.0
CHI HEALTH MERCY COUNCIL BLUFFS,Acute Care Hospitals,5,0,0,64628.0,37194.0
MERCYONE CLINTON MEDICAL CENTER,Acute Care Hospitals,4,1,0,43761.0,27227.0
NMC HEALTH,Acute Care Hospitals,5,0,0,52262.0,21489.0
SAINT LUKE'S SOUTH HOSPITAL,Acute Care Hospitals,5,2,0,91989.0,28476.0
UNIVERSITY HOSPITAL & CLINICS,Acute Care Hospitals,4,0,0,43677.0,42132.0
NORTHERN LOUISIANA MEDICAL CENTER,Acute Care Hospitals,4,1,1,32729.0,31240.0
ST JOSEPH HOSPITAL,Acute Care Hospitals,3,0,3,46493.0,44578.0
ATLANTIC GENERAL HOSPITAL,Acute Care Hospitals,4,1,0,65203.0,22914.0
MORTON HOSPITAL,Acute Care Hospitals,2,0,3,53201.0,50358.0
FAULKNER HOSPITAL-BRIGHAM AND WOMEN'S,Acute Care Hospitals,4,1,2,84847.0,39435.0
RIDGEVIEW MEDICAL CENTER,Acute Care Hospitals,4,0,1,90105.0,13238.0
BELLEVUE MEDICAL CENTER,Acute Care Hospitals,4,0,1,74267.0,31770.0
ST FRANCIS MEDICAL CENTER,Acute Care Hospitals,2,0,1,61058.0,14051.0
"PASCACK VALLEY MEDICAL CENTER, HACKENSACK MERIDIAN",Acute Care Hospitals,3,0,0,119748.0,27300.0
EASTERN NEW MEXICO MEDICAL CENTER,Acute Care Hospitals,2,0,0,48632.0,26506.0
BETSY JOHNSON REGIONAL HOSPITAL,Acute Care Hospitals,3,0,0,36840.0,25103.0
LAKE NORMAN REGIONAL MEDICAL CENTER,Acute Care Hospitals,3,0,1,85376.0,38140.0
UNIVERSITY HOSPITALS PORTAGE MEDICAL CENTER,Acute Care Hospitals,4,1,0,47302.0,33531.0
"JANE PHILLIPS MEMORIAL MEDICAL CENTER, INC",Acute Care Hospitals,3,2,1,61405.0,26803.0
OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,Acute Care Hospitals,3,0,1,37641.0,15907.0
EVANGELICAL COMMUNITY HOSPITAL,Acute Care Hospitals,5,1,0,51723.0,19764.0
ALLEGHENY VALLEY HOSPITAL,Acute Care Hospitals,4,1,0,54387.0,11604.0
ACMH HOSPITAL,Acute Care Hospitals,4,0,0,43535.0,17608.0
WESTERLY HOSPITAL,Acute Care Hospitals,4,0,0,62743.0,21031.0
CUMBERLAND MEDICAL CENTER,Acute Care Hospitals,3,0,0,35788.0,19464.0
TRISTAR HORIZON MEDICAL CENTER,Acute Care Hospitals,4,0,1,42417.0,27549.0
TENNOVA HEALTHCARE-HARTON,Acute Care Hospitals,3,0,1,43067.0,25199.0
GUADALUPE REGIONAL MEDICAL CENTER,Acute Care Hospitals,5,0,0,51274.0,47469.0
MEDICAL CITY WEATHERFORD,Acute Care Hospitals,4,1,0,55777.0,22311.0
HUNTSVILLE MEMORIAL HOSPITAL,Acute Care Hospitals,1,0,2,35563.0,29900.0
LAKE GRANBURY MEDICAL CENTER,Acute Care Hospitals,4,0,0,48607.0,23702.0
BAYLOR SCOTT & WHITE MEDICAL CENTER-WHITE ROCK,Acute Care Hospitals,3,0,1,70272.0,22264.0
BAYLOR SCOTT AND WHITE MEDICAL CENTER CARROLLTON,Acute Care Hospitals,4,0,0,81856.0,27822.0
MEDICAL CITY LAS COLINAS,Acute Care Hospitals,3,0,0,89845.0,18010.0
BAYLOR SCOTT &  WHITE MEDICAL CENTER - CENTENNIAL,Acute Care Hospitals,3,0,1,122843.0,65264.0
SALT LAKE REGIONAL MEDICAL CENTER,Acute Care Hospitals,3,0,0,40909.0,17859.0
"STAFFORD HOSPITAL, LLC",Acute Care Hospitals,3,0,3,112639.0,55098.0
GRAYS HARBOR COMMUNITY HOSPITAL,Acute Care Hospitals,3,0,0,44645.0,23707.0
LOGAN REGIONAL MEDICAL CENTER,Acute Care Hospitals,4,0,1,48108.0,5420.0
ST MARY'S HOSPITAL MEDICAL CENTER,Acute Care Hospitals,3,0,1,38658.0,27990.0
CHI ST LUKE'S PATIENTS MEDICAL CENTER,Acute Care Hospitals,3,1,0,77490.0,24230.0
ST LUKE'S SUGAR LAND HOSPITAL,Acute Care Hospitals,2,0,1,91431.0,25846.0
ST LUKE'S HOSPITAL AT THE VINTAGE,Acute Care Hospitals,3,0,0,69038.0,51080.0
SIERRA NEVADA MEMORIAL HOSPITAL,Acute Care Hospitals,3,0,0,44312.0,25462.0
ADVENTIST HEALTH UKIAH VALLEY,Acute Care Hospitals,3,2,0,46462.0,31993.0
SUTTER AUBURN FAITH HOSPITAL,Acute Care Hospitals,5,3,0,62738.0,29083.0
CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL,Acute Care Hospitals,5,0,0,105009.0,33286.0
WILCOX MEMORIAL HOSPITAL,Acute Care Hospitals,5,0,0,71765.0,18252.0
MERCY HOSPITAL,Acute Care Hospitals,5,1,2,64577.0,24694.0
HUTCHINSON REGIONAL MEDICAL CENTER INC,Acute Care Hospitals,2,0,1,61229.0,23834.0
KANSAS MEDICAL CENTER LLC,Acute Care Hospitals,4,3,1,85525.0,14491.0
MURRAY-CALLOWAY COUNTY HOSPITAL,Acute Care Hospitals,3,0,1,36754.0,31052.0
ACADIA GENERAL HOSPITAL,Acute Care Hospitals,3,0,0,31322.0,18556.0
DOUGLAS COUNTY HOSPITAL,Acute Care Hospitals,5,1,0,57755.0,24884.0
LAKEVIEW MEMORIAL HOSPITAL,Acute Care Hospitals,5,1,0,88393.0,36564.0
FRISBIE MEMORIAL HOSPITAL,Acute Care Hospitals,4,2,0,53022.0,21214.0
ST LUKE'S WARREN HOSPITAL,Acute Care Hospitals,5,0,0,60887.0,28883.0
MONMOUTH MEDICAL CENTER - SOUTHERN CAMPUS,Acute Care Hospitals,3,0,2,45321.0,99467.0
CLAXTON-HEPBURN MEDICAL CENTER,Acute Care Hospitals,2,1,1,46905.0,15733.0
NORTHERN REGIONAL HOSPITAL,Acute Care Hospitals,4,1,0,36551.0,36316.0
HARRIS REGIONAL HOSPITAL,Acute Care Hospitals,3,0,1,51769.0,17367.0
PARK RIDGE HEALTH,Acute Care Hospitals,5,1,0,43896.0,33643.0
MARIA PARHAM MEDICAL CENTER,Acute Care Hospitals,3,0,2,25122.0,16574.0
WESTERN RESERVE HOSPITAL,Acute Care Hospitals,5,1,0,59809.0,17732.0
SAMARITAN ALBANY GENERAL HOSPITAL,Acute Care Hospitals,4,0,0,67400.0,26843.0
UPMC MCKEESPORT HOSPITAL,Acute Care Hospitals,4,1,0,30273.0,21571.0
UPMC NORTHWEST,Acute Care Hospitals,5,1,1,48750.0,3255.0
WAYNE MEMORIAL HOSPITAL,Acute Care Hospitals,4,2,0,45263.0,12105.0
ST LUKE'S HOSPITAL - MONROE CAMPUS,Acute Care Hospitals,4,1,2,58785.0,26749.0
LANDMARK MEDICAL CENTER,Acute Care Hospitals,4,0,0,38340.0,41508.0
AVERA ST LUKES,Acute Care Hospitals,5,2,0,52059.0,32362.0
INDIAN PATH COMMUNITY HOSPITAL,Acute Care Hospitals,3,1,0,36515.0,39510.0
HARLINGEN MEDICAL CENTER,Acute Care Hospitals,5,1,0,36069.0,52746.0
AURORA SHEBOYGAN MEMORIAL MEDICAL CTR,Acute Care Hospitals,5,3,0,67704.0,20344.0
ASCENSION ST FRANCIS HOSPITAL,Acute Care Hospitals,2,0,1,35803.0,62134.0
FAIRBANKS MEMORIAL HOSPITAL,Acute Care Hospitals,3,1,0,58275.0,17608.0
VERDE VALLEY MEDICAL CENTER,Acute Care Hospitals,4,3,0,40571.0,24848.0
PIONEERS MEMORIAL HEALTHCARE DISTRICT,Acute Care Hospitals,3,0,0,44127.0,27358.0
MCKEE MEDICAL CENTER,Acute Care Hospitals,4,2,1,64808.0,46754.0
ST FRANCIS HOSPITAL,Acute Care Hospitals,2,0,0,42418.0,39697.0
CGH MEDICAL CENTER,Acute Care Hospitals,4,0,0,52192.0,21461.0
OSF SAINT ANTHONY'S HEALTH CENTER,Acute Care Hospitals,4,1,0,42464.0,31489.0
LOUIS A WEISS MEMORIAL HOSPITAL,Acute Care Hospitals,2,0,2,50488.0,68258.0
FHN MEMORIAL HOSPITAL,Acute Care Hospitals,4,0,0,40698.0,30271.0
GENESIS HLTH SYSTEM DBA GENESIS MDL CTR-ILLINI,Acute Care Hospitals,3,1,0,48373.0,7865.0
COMMUNITY HOWARD REGIONAL HEALTH INC.,Acute Care Hospitals,4,0,0,48332.0,35568.0
MARION GENERAL HOSPITAL,Acute Care Hospitals,5,1,0,44230.0,19079.0
RIVERVIEW HEALTH,Acute Care Hospitals,3,0,0,71036.0,39986.0
HIGHLANDS ARH REGIONAL MEDICAL CENTER,Acute Care Hospitals,2,0,2,32813.0,10776.0
ST CLAIRE REGIONAL MEDICAL CENTER,Acute Care Hospitals,4,0,1,38255.0,21064.0
TAYLOR REGIONAL HOSPITAL,Acute Care Hospitals,3,0,3,36539.0,25478.0
WEST CALCASIEU CAMERON HOSPITAL,Acute Care Hospitals,3,0,2,53169.0,27039.0
